NOME,DISTRITO
Escola Básica de Peniche,Leiria
"Escola Básica Nova, Peniche",Leiria
"Escola Básica Artur Bual, Falagueira, Amadora",Lisboa
"Escola Básica de São João de Deus, Lisboa",Lisboa
"Escola Básica Louro Artur, Charneca de Caparica, Almada",Setúbal
"Escola Básica de Santa Clara, Lisboa",Lisboa
"Escola Básica do Castelo, Lisboa",Lisboa
"Escola Básica da Meia Via, Torres Novas",Santarém
"Escola Básica de Riachos, Torres Novas",Santarém
"Escola Básica de Santa Maria, Torres Novas",Santarém
"Escola Básica Professor José Joaquim Rita Seixas, Barreiro",Setúbal
Escola Básica de Sobral de Monte Agraço e Santo Quintino,Lisboa
"Escola Básica de Pero Negro, Sobral de Monte Agraço",Lisboa
"Escola Básica da Sapataria, Sobral de Monte Agraço",Lisboa
Colégio do Minho,Viana do Castelo
"Externato ""S. João Bosco""",Viana do Castelo
"Escola Básica da Ponte, Vila das Aves, Santo Tirso",Porto
"Colégio ""Santa Teresa de Jesus""",Porto
A Torre dos Pequeninos - Creche e Jardim de Infância Unipessoal Lda.,Porto
Jardim Escola A Cegonha,Porto
Externato Santa Joana,Porto
Colégio Maria Droste,Porto
Colégio de Ermesinde – Escola Católica,Porto
Externato Nossa Senhora da Paz,Lisboa
"Jardim Infantil ""Os Amiguinhos Terlu""",Lisboa
"Escola Básica Armando Guerreiro, Linda-a-Velha, Oeiras",Lisboa
"Escola Básica João Gonçalves Zarco, Cruz Quebrada-Dafundo, Oeiras",Lisboa
"Escola Básica D. Pedro V, Linda-a-Velha, Oeiras",Lisboa
"Escola Básica do Pinhal General, Quinta do Conde, Sesimbra",Setúbal
"Escola Básica da Boa Água, Quinta do Conde, Sesimbra",Setúbal
"Escola Básica n.º 2 da Quinta do Conde, Sesimbra",Setúbal
"Escola Básica da Serra de Santo António, Alcanena",Santarém
"Escola Básica de Covão do Coelho, Alcanena",Santarém
"Escola Básica Professor Abílio Madeira Martins, Minde, Alcanena",Santarém
"Escola Básica de Malhou, Alcanena",Santarém
"Escola Básica de Vila Moreira, Alcanena",Santarém
"Escola Básica Dr. Anastácio Gonçalves, Alcanena",Santarém
"Escola Básica Maria Rosa Colaço, Feijó, Almada",Setúbal
Colégio Penas Real,Setúbal
"Externato ""Rainha Santa""",Setúbal
Externato O Sossego da Mamã,Setúbal
Externato O Pátio das Andorinhas,Setúbal
Externato O Golfinho,Setúbal
Externato O Barquinho,Setúbal
Externato Frei Luís de Sousa,Setúbal
"Colégio Um, Dó, Li, Tá",Setúbal
Colégio do Vale,Setúbal
Colégio Campo de Flores,Setúbal
"Grande Colégio ""Universal""",Porto
Centro Educativo de Stº António,Porto
Centro de Bem-Estar Infantil e Juvenil do Sagrado Coração Jesus,Porto
Tangerina - Educação e Ensino,Porto
Salesianos do Porto - Colégio,Porto
Colégio dos Plátanos,Lisboa
Colégio de S. José - Ramalhão,Lisboa
Colégio da Beloura,Lisboa
Colégio Colibri,Lisboa
Colégio Catarina de Bragança,Lisboa
Colégio A Quinta de Sintra,Lisboa
Colégio a Nova Formiguinha,Lisboa
Colégio Vasco da Gama,Lisboa
Mundo da Criança,Lisboa
"Escola Básica de Chegadinho, Feijó, Almada",Setúbal
"Escola Básica da Lançada, Hortinha, Montijo",Setúbal
"Escola Básica da Rosa dos Ventos, Afonsoeiro, Montijo",Setúbal
"Escola Básica de Afonsoeiro, Montijo",Setúbal
"Escola Básica de Areias, Montijo",Setúbal
"Escola Básica de Jardia, Montijo",Setúbal
"Escola Básica de Novos Trilhos, Atalaia, Montijo",Setúbal
"Escola Básica de Sarilhos Grandes, Montijo",Setúbal
"Escola Básica do Alto Estanqueiro, Montijo",Setúbal
"Escola Básica do Esteval, Montijo",Setúbal
"Escola Básica Vasco da Gama, Lisboa",Lisboa
"Escola Básica do Parque das Nações, Lisboa",Lisboa
"Escola Básica Alice Vieira, Buraca, Amadora",Lisboa
"Escola Básica José Jorge Letria, Cascais",Lisboa
"Escola Básica do Cobre, Cascais",Lisboa
"Escola Básica da Malveira da Serra, Cascais",Lisboa
"Escola Básica da Portela de Sintra, Sintra",Lisboa
"Escola Básica de Colares, Sintra",Lisboa
"Escola Básica de Mucifal, Sintra",Lisboa
"Escola Básica de São Pedro, Sintra",Lisboa
"Escola Básica n.º 1 do Linhó, Sintra",Lisboa
Escola Básica de Sintra,Lisboa
"Escola Básica de Vale Mourão, Sintra",Lisboa
Jardim Infantil O Coala,Setúbal
Colégio Atlântico,Setúbal
Colégio Arte Mágica,Setúbal
CERCISA Coop. Educ. Reab. Cri. Inadaptadas,Setúbal
Novo Colégio Chupetão,Porto
Externato Silva Teixeira,Porto
Escola da OSMOPE,Porto
Colégio C Kids,Porto
Colégio de Nossa Senhora da Paz,Porto
Externato das Escravas do Sagrado Coração de Jesus,Porto
"Externato ""Sol Nascente""",Porto
Colégio Ribadouro,Porto
Colégio Primeiros Passos,Porto
Externato Jardim Flori,Porto
Jardim Escola João de Deus Torres Vedras,Lisboa
"Escola Básica n.º 1 do Cacém, Sintra",Lisboa
"Escola Básica Ribeiro de Carvalho, Cacém, Sintra",Lisboa
"Escola Básica Templários, Tomar",Santarém
"Escola Básica de Curvaceiras, Tomar",Santarém
"Escola Básica da Junceira, Tomar",Santarém
"Escola Básica da Serra, Tomar",Santarém
"Escola Básica de Carvalhos de Figueiredo, Tomar",Santarém
"Escola Básica de Casais, Tomar",Santarém
"Escola Básica D. Pedro IV - Linhaceira, Tomar",Santarém
"Escola Básica de Olalhas, Tomar",Santarém
"Escola Básica de Santa Iria, Tomar",Santarém
"Escola Básica de São Pedro, São Pedro de Tomar, Tomar",Santarém
"Escola Básica de Valdonas, Tomar",Santarém
"Escola Básica da Burinhosa, Alcobaça",Leiria
"Escola Básica da Vestiaria, Alcobaça",Leiria
Escola Básica de Alcobaça,Leiria
"Escola Básica de Aljubarrota, Alcobaça",Leiria
"Escola Básica de Alpedriz, Alcobaça",Leiria
"Escola Básica de Ataíja de Cima, Alcobaça",Leiria
"Escola Básica de Carris, Alcobaça",Leiria
"Externato ""As Joaninhas""",Setúbal
"EBM n.º 2996 - (Externato ""Sol Nascente"")",Setúbal
Colégio O Cantinho dos Amigos,Setúbal
Colégio Guadalupe,Setúbal
Colégio Espaço Júnior,Setúbal
"Colégio do Parque do Falcão, Lda.",Setúbal
"Escola de ""Santa Maria""",Porto
Escola Artística do Conservatório de Música do Porto,Porto
Externato S. João de Brito,Porto
Jardim Escola João De Deus Porto,Porto
Colégio Tickles,Porto
Colégio Casa do Cuco,Porto
Externato Nossa Senhora das Dores,Lisboa
Parkids,Lisboa
"Escola Básica de Évora de Alcobaça, Alcobaça",Leiria
"Escola Básica de Maiorga, Alcobaça",Leiria
"Escola Básica de Martingança, Alcobaça",Leiria
"Escola Básica do Areeiro, Alcobaça",Leiria
"Escola Básica do Bárrio, Alcobaça",Leiria
"Escola Básica do Carvalhal de Aljubarrota, Alcobaça",Leiria
"Escola Básica do Casal dos Ramos, Alcobaça",Leiria
"Escola Básica n.º 1 de Pataias, Alcobaça",Leiria
"Escola Básica da Póvoa, Alcobaça",Leiria
Nobel Algarve British International School – Lagoa,Faro
Colégio Educa a Brincar,Setúbal
Colégio do Tejo,Setúbal
O Girassol - Escola Padre Manuel Gonçalves,Setúbal
Colégio Horizonte,Porto
Colégio Espinheira Rio,Porto
Colégio de Nossa Senhora de Lurdes,Porto
Colégio De Nossa Senhora Da Esperança,Porto
"Colégio ""Nossa Senhora do Rosário""",Porto
"Colégio ""Luso Francês""",Porto
Jardim Escola João De Deus Matosinhos,Porto
Externato Paroquial de Colares,Lisboa
Externato de Ensino Primário do Centro Paroquial de São João das Lampas - Sede,Lisboa
Externato O Nial,Lisboa
Externato Nossa Senhora da Apresentação,Lisboa
"Externato ""Júlio Dinis""",Lisboa
Externato Afonso Albuquerque,Lisboa
Conservatório de Música de Sintra,Lisboa
Colégio Mem Martins,Lisboa
Colégio Quinta dos Girassóis,Lisboa
Colégio Bernardette de Jesus Romeira,Faro
"CERCIMB 1 - Cooperativa para a Educação, Reabilitação, Capacitação e Educação da Moita e Barreiro",Setúbal
Saint Peters International School,Setúbal
Colégio Crescer no Campo,Setúbal
Colégio Nova Encosta,Porto
Colégio Marca d´Água,Porto
Grande Colégio de Paredes,Porto
Colégio Casa Mãe,Porto
Jardim Escola João De Deus Penafiel,Porto
"Escola Básica de Francos, Sintra",Lisboa
"Escola Básica de Almargem do Bispo, Sintra",Lisboa
"Escola Básica n.º 1 de Morelena, Sintra",Lisboa
"Escola Básica do Sabugo e Vale de Lobos, Sabugo, Sintra",Lisboa
"Escola Básica de Pêro Pinheiro, Sintra",Lisboa
"Escola Básica de Negrais, Sintra",Lisboa
"Escola Básica de Montelavar, Sintra",Lisboa
"Escola Básica de Maceira, Sintra",Lisboa
"Escola Básica de Lameiras e Fação, Sintra",Lisboa
"Escola Básica de Dona Maria, Sintra",Lisboa
"Escola Básica de Cortegaça, Sintra",Lisboa
"Escola Básica de Aruil, Sintra",Lisboa
"Escola Básica e Secundária Mestre Domingos Saraiva, Algueirão, Sintra",Lisboa
"Escola Básica de Algueirão, Sintra",Lisboa
"Escola Básica do Casal da Cavaleira, Sintra",Lisboa
"Escola Básica n.º 2 de Mira Sintra, Sintra",Lisboa
"Escola Básica de Mira Sintra, Sintra",Lisboa
"Escola Básica de Meleças, Sintra",Lisboa
"Escola Básica de Lopas, Agualva, Sintra",Lisboa
"Escola Básica Dr. António Torrado, Agualva, Sintra",Lisboa
"Escola Básica de Águas Livres, Damaia, Amadora",Lisboa
"Escola Básica Padre Himalaia, Damaia, Amadora",Lisboa
"Escola Básica Prof. Pedro d’Orey da Cunha, Damaia, Amadora",Lisboa
"Escola Básica Luís de Camões, Montijo",Setúbal
Colégio de Laura Vicuña,Évora
Colégio Luso-Britânico,Portalegre
Externato Primário de São Domingos e do Santíssimo Rosário,Santarém
Jardim Escola João de Deus - Tramagal,Santarém
Colégio Eurythmia,Porto
Externato Patronato Imaculada Conceição,Porto
Colégio O Castelo da Maia,Porto
Colégio Novo da Maia,Porto
Colégio CCG,Porto
"Escola Básica Joaquim de Almeida, Montijo",Setúbal
"Escola Básica Ary dos Santos, Montijo",Setúbal
"Escola Básica da Liberdade, Montijo",Setúbal
"Escola Básica D. Pedro Varela, Montijo",Setúbal
"Escola Básica de Caneira, Montijo",Setúbal
"Escola Básica de Santa Maria dos Olivais, Lisboa",Lisboa
"Escola Básica Viscondessa dos Olivais, Lisboa",Lisboa
"Escola Básica Paulino Montez, Lisboa",Lisboa
"Escola Básica António Nobre, Lisboa",Lisboa
"Escola Básica de Laranjeiras, Lisboa",Lisboa
"Escola Básica Frei Luís de Sousa, Lisboa",Lisboa
"Escola Básica Alice Vieira, Lisboa",Lisboa
"Escola Básica Manuel Teixeira Gomes, Lisboa",Lisboa
"Escola Básica Sarah Afonso, Lisboa",Lisboa
"Escola Básica Manuel da Maia, Lisboa",Lisboa
"Escola Básica de Santo Condestável, Lisboa",Lisboa
"Escola Básica Fernanda de Castro, Lisboa",Lisboa
"Escola Básica Padre José Manuel Rocha e Melo, Lisboa",Lisboa
"Escola Básica Maria da Luz de Deus Ramos, Lisboa",Lisboa
"Escola Básica Pintora Maluda, Lisboa",Lisboa
"Escola Básica Dr. Nuno Cordeiro Ferreira, Lisboa",Lisboa
"Escola Básica Santo António, Lisboa",Lisboa
"Escola Básica do Bairro de São Miguel, Lisboa",Lisboa
"Escola Básica dos Coruchéus, Lisboa",Lisboa
"Escola Básica Rainha D. Estefânia/Hospital, Lisboa",Lisboa
Colégio Nossa Senhora da Conceição - Beja,Beja
Academia de Música e Belas Artes Luísa Todi - Sede,Setúbal
Colégio Conde Sobral,Santarém
Colégio Corte Real,Setúbal
"CERCIMB 2 - Cooperativa para a Educação, Reabilitação, Capacitação e Inclusão da Moita e Barreiro",Setúbal
Externato Arco Íris II,Porto
"Externato ""S. João Bosco""",Porto
Externato Bom Jesus Matosinhos,Porto
Externato António Nobre,Porto
Colégio Efanor,Porto
Colégio Anjos do Saber,Porto
"Escola Básica O Leão de Arroios, Lisboa",Lisboa
"Escola Básica de São João de Brito, Lisboa",Lisboa
"Escola Básica Teixeira de Pascoais, Lisboa",Lisboa
"Escola Básica Jorge Barradas, Lisboa",Lisboa
"Escola Básica Pedro de Santarém, Lisboa",Lisboa
"Escola Básica Arquitecto Gonçalo Ribeiro Telles, Lisboa",Lisboa
"Escola Básica Professor José Salvado Sampaio, Lisboa",Lisboa
"Escola Básica do Parque Silva Porto, Lisboa",Lisboa
Escola Básica da Alta de Lisboa,Lisboa
"Escola Básica Pintor Almada Negreiros, Lisboa",Lisboa
"Escola Básica Amélia Vieira Luís, Outurela, Oeiras",Lisboa
"Escola Básica Professor Carlos Neto, Algés, Oeiras",Lisboa
"Escola Básica Professora Carmelinda Pereira, Algés, Oeiras",Lisboa
"Escola Básica Maria Luciana Seruca, Paço de Arcos, Oeiras",Lisboa
"Escola Básica Dionísio dos Santos Matias, Paço de Arcos, Oeiras",Lisboa
"Escola Básica Anselmo de Oliveira, Paço de Arcos, Oeiras",Lisboa
"Escola Básica Dr. Joaquim de Barros, Paço de Arcos, Oeiras",Lisboa
"Escola Básica do Miradouro de Alfazina, Monte de Caparica, Almada",Setúbal
"Escola Básica Maria Adelaide Silva, Almada",Setúbal
"Escola Básica de Amoreira, Ramada, Odivelas",Lisboa
Colégio Vale dos Pintassilgos,Setúbal
Colégio Águas Férreas,Santarém
Colégio Valle dos Príncipes,Santarém
Centro Alfredo Pinheiro,Lisboa
CEIDE - Centro de Educação e Desenvolvimento,Lisboa
Associação Escola 31 de Janeiro,Lisboa
Escola Nau,Lisboa
"Escola Básica Eça de Queirós, Ramada, Odivelas",Lisboa
"Escola Básica de Casal dos Apréstimos, Ramada, Odivelas",Lisboa
"Escola Básica João Villaret, Ramada, Odivelas",Lisboa
"Escola Básica de Porto Pinheiro, Odivelas",Lisboa
"Escola Básica Manuel Coco, Odivelas",Lisboa
"Escola Básica Padre José Rota, Forte da Casa, Vila Franca de Xira",Lisboa
"Escola Básica Professor Romeu Gil, Forte da Casa, Vila Franca de Xira",Lisboa
"Escola Básica n.º 1 de Mem Martins, Sintra",Lisboa
"Escola Básica de Mem Martins, Sintra",Lisboa
"Escola Básica de Ouressa, Mem Martins, Sintra",Lisboa
"Escola Básica do Casal de Cambra, Sintra",Lisboa
"Escola Básica n.º 2 de Casal de Cambra, Sintra",Lisboa
"Escola Básica Visconde de Juromenha, Mem Martins, Sintra",Lisboa
"Escola Básica da Tapada das Mercês, Sintra",Lisboa
"Escola Básica Eduardo Luna de Carvalho, Tapada das Mercês, Sintra",Lisboa
"Escola Básica António Maria Bravo, Odivelas",Lisboa
"Escola Básica D. Dinis n.º 1, Odivelas",Lisboa
"Escola Básica Bernardim Ribeiro, Odivelas",Lisboa
"Escola Básica Maria Máxima Vaz, Odivelas",Lisboa
"Escola Básica Veiga Ferreira, Famões, Odivelas",Lisboa
"Escola Básica Sophia de Mello Breyner Andresen, Famões, Odivelas",Lisboa
Jardim de Infância O Refúgio dos Fidalguinhos,Setúbal
Colégio O Carinho,Setúbal
Jardim Escola João De Deus De Viseu,Viseu
Jardim Escola João de Deus de Santarém,Santarém
2.º Jardim Escola João de Deus - Tomar,Santarém
1.º Jardim Escola João De Deus - Tomar,Santarém
Jardim Escola João de Deus Torres Novas,Santarém
Colégio Os Timoneiros,Santarém
Jardim-Escola João de Deus de Ponte de Sor,Portalegre
Colégio O Pimpolho,Porto
"Escola Básica da Quinta das Dálias, Famões, Odivelas",Lisboa
"Escola Básica de Casais de Trigache, Famões, Odivelas",Lisboa
"Escola Básica Professora Maria Costa, Ponte da Bica, Odivelas",Lisboa
"Escola Básica Artur Alves Cardoso, Caneças, Odivelas",Lisboa
"Escola Básica de Castanheiros, Caneças, Odivelas",Lisboa
"Escola Básica Cesário Verde, Caneças, Odivelas",Lisboa
"Escola Básica Francisco Vieira Caldas, Caneças, Odivelas",Lisboa
"Escola Básica Padre Abel Varzim, Lisboa",Lisboa
"Escola Básica Luísa Ducla Soares, Lisboa",Lisboa
"Escola Básica de São José, Lisboa",Lisboa
"Escola Básica Gaivotas, Lisboa",Lisboa
"Escola Básica Sampaio Garrido, Lisboa",Lisboa
"Escola Básica Arquitecto Victor Palla, Lisboa",Lisboa
"Escola Básica Natália Correia, Lisboa",Lisboa
Escola Básica n.º 1 de Lisboa,Lisboa
"Jardim de Infância de Salir do Porto, Caldas da Rainha",Leiria
"Jardim de Infância da Lagoa Parceira, Caldas da Rainha",Leiria
"Escola Básica do Coto, Caldas da Rainha",Leiria
"Escola Básica do Campo, Caldas da Rainha",Leiria
"Escola Básica de Salir de Matos, Caldas da Rainha",Leiria
"Escola Básica de Reguengo da Parada, Caldas da Rainha",Leiria
"Escola Básica de Nossa Senhora do Pópulo, Caldas da Rainha",Leiria
"Escola Básica de Chão da Parada, Caldas da Rainha",Leiria
"Escola Básica de Avenal, Caldas da Rainha",Leiria
"Escola Básica da Tornada, Caldas da Rainha",Leiria
"Escola Básica da Encosta do Sol, Caldas da Rainha",Leiria
Colégio da Imaculada Conceição,Viseu
"Colégio ""Via Sacra""",Viseu
Centro Educativo de São José - Casa Aguieira,Viseu
Externato Rumo ao Sucesso,Setúbal
Escola Primária Santa Ana,Setúbal
A Escolinha do Campo,Setúbal
Colégio Carrocel Mágico,Porto
Colégio Paulo VI de Gondomar,Porto
Externato Santa Margarida,Porto
Colégio Camões,Porto
Colégio Madre Isabel Larrañaga,Porto
Colégio da Quinta Inglesa,Porto
Externato Senhora do Carmo,Porto
Colégio de S. José de Bairros,Porto
Externato D. Luísa Sigea,Lisboa
Externato Príncipes de Aviz,Lisboa
Externato O Cantinho,Lisboa
Externato A Nova Toca,Lisboa
Externato Miguel Ângelo,Lisboa
Externato Florinda Leal,Lisboa
Colégio Quadrante,Lisboa
Externato Eduarda Maria,Lisboa
Salesianos do Estoril – Escola,Lisboa
Salesianos de Manique - Escola,Lisboa
Colégio Inglês de São Julião - St. Julians School,Lisboa
Escola Alemã do Estoril,Lisboa
Escola Primária Nova Apostólica,Lisboa
"Escola Básica Sá de Miranda, Oeiras",Lisboa
"Escola Básica António Rebelo de Andrade, Oeiras",Lisboa
"Escola Básica Manuel Beça Múrias, Oeiras",Lisboa
"Escola Básica Conde de Ferreira, Oeiras",Lisboa
"Escola Básica de São Julião da Barra, Oeiras",Lisboa
"Escola Básica Gomes Freire de Andrade, Oeiras",Lisboa
"Escola Básica Rainha Santa, Patameiras, Odivelas",Lisboa
"Escola Básica Maria Lamas, Odivelas",Lisboa
Escola Básica n.º 2 de Loures,Lisboa
"Escola Básica do Tojalinho, Loures",Lisboa
"Escola Básica de Montemor, Loures",Lisboa
"Escola Básica de Lousa, Loures",Lisboa
"Escola Básica da Fonte Santa, Loures",Lisboa
"Escola Básica de Fanhões, Loures",Lisboa
"Escola Básica de Casaínhos, Loures",Lisboa
"Escola Básica de Cabeço de Montachique, Loures",Lisboa
"Escola Básica de A-dos-Cãos, Loures",Lisboa
"Escola Básica da Murteira, Loures",Lisboa
Escola Básica de Loures,Lisboa
"Escola Básica do Zambujal, Loures",Lisboa
"Escola Básica da Manjoeira, Loures",Lisboa
"Escola Básica de São Julião do Tojal, Loures",Lisboa
"Escola Básica de Santo Antão do Tojal, Loures",Lisboa
"Escola Básica de Fanqueiro, Loures",Lisboa
"Escola Básica de A-das-Lebres, Loures",Lisboa
"Escola Básica do Infantado, Loures",Lisboa
Colégio Andrade Corvo - Setúbal,Setúbal
Colégio São Cristóvão,Setúbal
Colégio do Centeio,Setúbal
Colégio das Faias,Setúbal
Colégio Adventista de Setúbal,Setúbal
Jardim Escola João De Deus Chaves,Vila Real
Externato Quinta da Fraga,Vila Real
"Externato ""O Pinguim""",Vila Real
Externato AEIOU,Vila Real
Colégio de Lamego,Viseu
Jardim Escola João de Deus - Entroncamento,Santarém
Escola Rumo ao Futuro,Santarém
Colégio Alto Pina,Santarém
Éramos Um - Cooperativa de Ensino,Lisboa
Colégio Senhora da Boa Nova,Lisboa
PaRK International School - Cascais,Lisboa
Colégio Marista de Carcavelos,Lisboa
Colónia Infantil da Educação Popular ,Lisboa
Os Aprendizes - Laboratório do Conhecimento,Lisboa
Colégio da Bafureira,Lisboa
Colégio Quinta do Lago,Lisboa
Colégio Amor de Deus,Lisboa
"Escola Básica da Quinta do Conventinho, Santo António dos Cavaleiros, Loures",Lisboa
"Escola Básica de Santo António dos Cavaleiros, Loures",Lisboa
"Escola Básica General Humberto Delgado, Santo António dos Cavaleiros, Loures",Lisboa
"Escola Básica da Flamenga, Loures",Lisboa
"Escola Básica Fernando de Bulhões, Santo António dos Cavaleiros, Loures",Lisboa
"Escola Básica de Frielas, Loures",Lisboa
"Escola Básica n.º 3 da Bobadela, Loures",Lisboa
"Escola Básica da Bobadela, Loures",Lisboa
"Escola Básica n.º 1 da Bobadela, Loures",Lisboa
"Escola Básica n.º 2 da Bobadela, Loures",Lisboa
"Escola Básica de Bela Vista, Santa Iria de Azoia, Loures",Lisboa
"Escola Básica da Via Rara, Loures",Lisboa
"Escola Básica do Alto da Eira, Santa Iria de Azoia, Loures",Lisboa
"Escola Básica Fernando Pessoa, Santa Iria de Azoia, Loures",Lisboa
"Escola Básica do Bairro da Covina, Santa Iria de Azoia, Loures",Lisboa
"Escola Básica Júlio Dinis, Santa Iria de Azoia, Loures",Lisboa
"Escola Básica n.º 4 de São João da Talha, Loures",Lisboa
"Escola Básica n.º 1 de São João da Talha, Loures",Lisboa
"Escola Básica de Vale Figueira, Loures",Lisboa
"Escola Básica n.º 2 de São João da Talha, Loures",Lisboa
"Escola Básica Bartolomeu Dias, Sacavém, Loures",Lisboa
Jardim Escola João De Deus De Mortágua,Viseu
Jardim Escola João De Deus Urgeiriça,Viseu
Escola Jasmim,Porto
Colégio Oceanus,Porto
Colégio Heliântia,Porto
Colégio do Sardão,Porto
Colégio de Nossa Senhora da Bonança,Porto
Colégio de Gaia,Porto
"Colégio Creche ""Nossa Senhora Da Bonança""",Porto
Colégio Cedros,Porto
Colégio Adventista de Oliveira do Douro,Porto
Colégio da Trofa,Porto
Colégio de S. Gonçalo de Amarante - Escola Católica,Porto
Externato Primário Rainha Santa,Lisboa
Externato Pica-Pau,Lisboa
Externato O Pirilampo,Lisboa
Externato Flor do Campo,Lisboa
Colégio das Pupilas da Sãozinha,Lisboa
"Escola Básica de Sacavém, Loures",Lisboa
"Escola Básica de Prior Velho, Loures",Lisboa
"Escola Básica Olival do Covo, Loures",Lisboa
"Escola Básica Maria Keil, Loures",Lisboa
"Escola Básica n.º 1 de Apelação, Loures",Lisboa
"Escola Básica Narcisa Pereira, Linda-a-Pastora, Oeiras",Lisboa
"Escola Básica Cesário Verde, Linda-a-Pastora, Oeiras",Lisboa
"Escola Básica Gil Vicente, Queijas, Oeiras",Lisboa
"Escola Básica de Santo António de Tercena, Oeiras",Lisboa
"Escola Básica Jorge Mineiro, Queluz de Baixo, Oeiras",Lisboa
"Escola Básica de Pego Longo, Sintra",Lisboa
"Escola Básica n.º 5 de Belas, Serra da Silveira, Sintra",Lisboa
"Escola Básica do Pendão, Sintra",Lisboa
"Escola Básica n.º 2 de Queluz, Sintra",Lisboa
"Escola Básica n.º 2 de Belas, Sintra",Lisboa
"Escola Básica Mário Cunha Brito, Belas, Sintra",Lisboa
"Escola Básica n.º 3 de Belas, Sintra",Lisboa
"Escola Básica n.º 1 de Fitares, Sintra",Lisboa
"Escola Básica da Rinchoa, Rio de Mouro, Sintra",Lisboa
"Escola Básica Zeca Afonso, Pinhal Novo, Palmela",Setúbal
"Escola Básica Salgueiro Maia, Pinhal Novo, Palmela",Setúbal
"Escola Básica João Eduardo Xavier, Pinhal Novo, Palmela",Setúbal
"Escola Básica Alberto Valente, Pinhal Novo, Palmela",Setúbal
"Escola Básica de Batudes, Palmela",Setúbal
Externato de S. Vicente de Paulo,Porto
Externato da Misericórdia Nossa Senhora Rosário Unhão,Porto
Colégio do Forte,Porto
Jardim das Cores,Porto
Ideia - Outeiro de Polima,Lisboa
Centro de Apoio à Família Crescer para Integrar,Lisboa
Externato Nossa Senhora da Assunção,Lisboa
Colégio O Papião,Lisboa
Colégio D. João VI,Lisboa
"Externato ""Roque Gameiro""",Lisboa
"Externato ""Rainha D. Estefânea""",Lisboa
"Externato ""O Viveirinho""",Lisboa
"Escola Básica da Lagoa da Palha, Palmela",Setúbal
"Escola Básica António Santos Jorge, Pinhal Novo, Palmela",Setúbal
"Escola Básica de Palhota, Palmela",Setúbal
"Escola Básica da Vala do Carregado, Vila Franca de Xira",Lisboa
"Escola Básica D. António de Ataíde, Castanheira do Ribatejo, Vila Franca de Xira",Lisboa
"Escola Básica da Quinta da Cevadeira, Castanheira do Ribatejo, Vila Franca de Xira",Lisboa
"Escola Básica da Quinta de São Sebastião, Castanheira do Ribatejo, Vila Franca de Xira",Lisboa
Escola Básica n.º 9 de Setúbal,Setúbal
"Escola Básica do Viso, Setúbal",Setúbal
"Escola Básica da Foz do Arelho, Caldas da Rainha",Leiria
"Escola Básica do Nadadouro, Caldas da Rainha",Leiria
"Escola Básica do Bairro dos Arneiros, Caldas da Rainha",Leiria
"Escola Básica do Bairro da Ponte, Caldas da Rainha",Leiria
"Escola Básica de Santo Onofre, Caldas da Rainha",Leiria
"Escola Básica n.º 1 de Santo Onofre, Caldas da Rainha",Leiria
"Escola Básica José Ruy, Reboleira, Amadora",Lisboa
"Escola Básica Condes da Lousã, Damaia, Amadora",Lisboa
"Escola Básica de Marco Cabaço, Charneca de Caparica, Almada",Setúbal
"Escola Básica n.º 2 de Vale de Figueira, Vale Fetal, Almada",Setúbal
"Escola Básica de Vale Rosal, Vale Fetal, Almada",Setúbal
Nuclisol Jean Piaget- Udi Vila Real,Vila Real
Colégio Moderno de S. José,Vila Real
Colégio João Paulo II - Vila Real,Vila Real
Academia de Música de Vilar do Paraíso,Porto
Jardim Escola João De Deus - Vila Nova De Gaia,Porto
"Externato ""O Baloiço""",Lisboa
Externato Cinderela,Lisboa
Externato A Colina do Sol,Lisboa
Escola Luís Madureira,Lisboa
Colégio de Alfragide,Lisboa
Colégio D. Filipa,Lisboa
"Escola Básica de Ulme, Chamusca",Santarém
"Escola Básica de Aldeia Velha, Sabugal",Guarda
Butterflies,Lisboa
Colégio Ibérico de Gaia,Porto
Escola Criar,Lisboa
"Escola Básica de Vilar de Lomba, Vinhais",Bragança
"Escola Básica de Lapa do Lobo, Nelas",Viseu
Externato O Pinóquio,Lisboa
"Jardim de Infância de Cabrela, Montemor-o-Novo",Évora
"Escola Básica de Almoster, Santarém",Santarém
"Escola Básica de Ervedosa, Vinhais",Bragança
"Escola Básica Conde de Castelo Melhor, Pombal",Leiria
"Escola Básica de Vales do Rio, Covilhã",Castelo Branco
Jardim-Escola João de Deus de São Bartolomeu de Messines,Faro
Jardim-Escola João de Deus de Tavira,Faro
Jardim Escola João De Deus Figueira Da Foz 2,Coimbra
Jardim Escola João De Deus Figueira Da Foz 1,Coimbra
Jardim Escola João De Deus - Alhadas,Coimbra
Colégio D. José I,Aveiro
Conservatório de Música David de Sousa,Coimbra
Externato Estrela Guia,Aveiro
Centro de Educação Integral,Aveiro
Instituto Duarte Lemos,Aveiro
Salesianos de Évora - Colégio,Évora
Colégio Fundação Alentejo,Évora
Colégio Novo de Coimbra,Coimbra
"Externato ""Menino Jesus""",Coimbra
Colégio de Albergaria,Aveiro
Colégio de Nossa Senhora da Assunção,Aveiro
"Escola Básica de Folgosinho, Gouveia",Guarda
St. Paul’s School,Coimbra
Colégio de S. Teotónio,Coimbra
Colégio de S. José,Coimbra
Colégio da Rainha Santa Isabel,Coimbra
Colégio Bom Jesus,Coimbra
