NOME,DISTRITO
"Escola Básica de Viso, Figueira da Foz",Coimbra
"Escola Básica de São Julião, Tavarede, Figueira da Foz",Coimbra
"Escola Básica de Gala, Figueira da Foz",Coimbra
"Escola Básica de Abadias, Figueira da Foz",Coimbra
Escola Básica n.º 2 da Lousã,Coimbra
Escola Básica n.º 1 da Lousã,Coimbra
"Escola Básica de Santa Rita, Lousã",Coimbra
"Escola Básica de Casal de Santo António, Lousã",Coimbra
Escola Básica de Mesão Frio,Vila Real
"Escola Básica de Vilarinho, Mondim de Basto",Vila Real
Escola Básica de Mondim de Basto Oeste,Vila Real
Escola Básica de Montalegre,Vila Real
"Escola Básica de Cabril, Montalegre",Vila Real
"Escola Básica n.º 1 de Salto, Montalegre",Vila Real
Escola Básica de Murça,Vila Real
Escola Básica n.º 1 de Peso da Régua,Vila Real
"Escola Básica de Godim, Peso da Régua",Vila Real
Escola Básica Ribeira de Pena,Vila Real
"Escola Básica n.º 1 de Cerva, Ribeira de Pena",Vila Real
"Escola Básica Fernão de Magalhães, Sabrosa",Vila Real
Escola Básica n.º 1 de Santa Marta de Penaguião,Vila Real
"Escola Básica de São João de Lobrigos, Santa Marta de Penaguião",Vila Real
"Escola Básica de Fontes, Santa Marta de Penaguião",Vila Real
"Escola Básica de Assento, Cumeeira, Santa Marta de Penaguião",Vila Real
"Escola Básica José dos Anjos, Carrazedo de Montenegro, Valpaços",Vila Real
"Escola Básica de Vilarandelo, Valpaços",Vila Real
Escola Básica de Valpaços,Vila Real
"Escola Básica de Lebução, Valpaços",Vila Real
Escola Básica n.º 7 de Vila Real,Vila Real
"Escola Básica do Douro, Folhadela, Vila Real",Vila Real
"Escola Básica Abade de Mouçós, Mouçós, Vila Real",Vila Real
"Escola Básica n.º 1 de Vila Seca, Vila Real",Vila Real
"Escola Básica de Vilarinho da Samardã, Vila Real",Vila Real
"Escola Básica de Vendas de Cima, Vila Real",Vila Real
"Escola Básica de Prado, Vila Real",Vila Real
"Escola Básica de Lordelo, Vila Real",Vila Real
"Escola Básica de Árvores, Vila Real",Vila Real
"Escola Básica de Arrabães, Vila Real",Vila Real
"Escola Básica da Barranha, Senhora da Hora, Matosinhos",Porto
"Escola Básica Nogueira Pinto, Leça da Palmeira, Matosinhos",Porto
"Escola Básica Eng. Fernando Pinto de Oliveira, Leça da Palmeira, Matosinhos",Porto
"Escola Básica de Corpo Santo, Leça da Palmeira, Matosinhos",Porto
"Escola Básica de Amorosa, Leça da Palmeira, Matosinhos",Porto
"Escola Básica da Viscondessa, Santa Cruz do Bispo, Matosinhos",Porto
"Escola Básica da Praia, Leça da Palmeira, Matosinhos",Porto
"Escola Básica Florbela Espanca, Matosinhos",Porto
Escola Básica de Matosinhos,Porto
"Escola Básica de Godinho, Matosinhos",Porto
"Escola Básica Augusto Gomes, Matosinhos",Porto
"Escola Básica Prof.ª Elvira Valente, Custóias, Matosinhos",Porto
"Escola Básica Irmãos Passos, Guifões, Matosinhos",Porto
"Escola Básica de Sendim, Matosinhos",Porto
"Escola Básica de Santiago, Custóias, Matosinhos",Porto
"Escola Básica de Lomba, Matosinhos",Porto
"Escola Básica da Quinta do Vieira, Custóias, Matosinhos",Porto
"Escola Básica do Falcão, Porto",Porto
"Escola Básica do Cerco, Porto",Porto
"Escola Básica de São Roque de Lameira, Porto",Porto
"Escola Básica de Nossa Senhora de Campanhã, Porto",Porto
"Escola Básica da Corujeira, Porto",Porto
"Escola Básica do Lagarteiro, Porto",Porto
"Escola Básica dos Miosótis, Porto",Porto
"Escola Básica de São Tomé, Porto",Porto
"Escola Básica da Agra, Porto",Porto
"Escola Básica do Bom Sucesso, Porto",Porto
"Escola Básica do Bom Pastor, Porto",Porto
"Escola Básica da Constituição, Porto",Porto
"Escola Básica da Vilarinha, Porto",Porto
"Escola Básica da Ponte, Porto",Porto
"Escola Básica da Fonte da Moura, Porto",Porto
"Escola Básica Paulo da Gama, Porto",Porto
"Escola Básica de São Miguel de Nevogilde, Porto",Porto
"Escola Básica de São João da Foz, Porto",Porto
"Escola Básica das Condominhas, Porto",Porto
"Escola Básica da Pasteleira, Porto",Porto
"Escola Básica Fernão de Magalhães, Porto",Porto
"Escola Básica das Florinhas, Porto",Porto
"Escola Básica da Fontinha, Porto",Porto
"Escola Básica do Monte Aventino, Porto",Porto
"Escola Básica de São João de Deus, Porto",Porto
"Escola Básica de Montebello, Porto",Porto
"Escola Básica das Antas, Porto",Porto
"Escola Básica do Desterro, Póvoa de Varzim",Porto
"Escola Básica de Sininhos, Póvoa de Varzim",Porto
"Escola Básica de Nova, Póvoa de Varzim",Porto
"Escola Básica de Pedreira, Argivai, Póvoa de Varzim",Porto
"Escola Básica da Rua do Século, Póvoa de Varzim",Porto
"Escola Básica da Giesteira, Póvoa de Varzim",Porto
"Escola Básica de Aldeia, Aguçadoura, Póvoa de Varzim",Porto
"Escola Básica de Agro Velho, Aver-o-Mar, Póvoa de Varzim",Porto
"Escola Básica de Teso, Póvoa de Varzim",Porto
"Escola Básica de Refojos, Aver-o-Mar, Póvoa de Varzim",Porto
"Escola Básica de Navais, Póvoa de Varzim",Porto
"Escola Básica de Fieiro, Aguçadoura, Póvoa de Varzim",Porto
"Escola Básica de Paço, Terroso, Póvoa de Varzim",Porto
"Escola Básica de Igreja, Beiriz, Póvoa de Varzim",Porto
"Escola Básica de Cadilhe, Amorim, Póvoa de Varzim",Porto
"Escola Básica de Rates, Póvoa de Varzim",Porto
"Escola Básica de Quinta, Balazar, Póvoa de Varzim",Porto
"Escola Básica de Machuqueiras, Laúndos, Póvoa de Varzim",Porto
"Escola Básica de Granja, Rates, Póvoa de Varzim",Porto
"Escola Básica de Fontainhas, Póvoa de Varzim",Porto
"Escola Básica de São José, Refojos de Riba de Ave, Santo Tirso",Porto
"Escola Básica de Parada, Carreira, Santo Tirso",Porto
"Escola Básica de Igreja, Guimarei, Santo Tirso",Porto
"Escola Básica de Cantim, Reguenga, Santo Tirso",Porto
"Escola Básica de Campinhos, Agrela, Santo Tirso",Porto
"Escola Básica de Arcozelo, Água Longa, Santo Tirso",Porto
"Escola Básica de São Martinho, São Martinho do Campo, Santo Tirso",Porto
"Escola Básica de Ribeira, Santo Tirso",Porto
"Escola Básica de Quelha, Santo Tirso",Porto
"Escola Básica de Olival, Santo Tirso",Porto
"Escola Básica de Lage, Santo Tirso",Porto
"Escola Básica de Costa, Roriz, Santo Tirso",Porto
"Escola Básica de Cedões, Santiago de Bougado, Trofa",Porto
"Escola Básica de Esprela, São Martinho de Bougado, Trofa",Porto
"Escola Básica de Bairros, Santiago de Bougado, Trofa",Porto
"Escola Básica de Lagoa, Santiago de Bougado, Trofa",Porto
"Escola Básica de Paradela, Trofa",Porto
"Escola Básica de Paranho, São Martinho do Bougado, Trofa",Porto
"Escola Básica de Finzes, Trofa",Porto
"Escola Básica de Montes da Costa, Ermesinde, Valongo",Porto
"Escola Básica de Carvalhal, Ermesinde, Valongo",Porto
"Escola Básica de Costa, Ermesinde, Valongo",Porto
"Escola Básica de Saibreiras, Ermesinde, Valongo",Porto
"Escola Básica Mirante dos Sonhos, Ermesinde, Valongo",Porto
Escola Básica Nova de Valongo,Porto
"Escola Básica de Susão, Valongo",Porto
"Escola Básica de Calvário, Valongo",Porto
"Escola Básica de Ilha, Valongo",Porto
"Escola Básica de Estação, Valongo",Porto
"Escola Básica de Valado, Valongo",Porto
"Escola Básica de Boavista, Valongo",Porto
"Escola Básica de Balselhas, Valongo",Porto
"Escola Básica de Moirais, Campo, Valongo",Porto
"Escola Básica de Outeiro, Campo, Valongo",Porto
"Escola Básica de Retorta, Valongo",Porto
"Escola Básica de Azenha, Valongo",Porto
"Escola Básica de Fijós, Sobrado, Valongo",Porto
"Escola Básica n.º 1 de Campelo, Sobrado, Valongo",Porto
"Escola Básica de Paço, Sobrado, Valongo",Porto
"Escola Básica de Balsa, Sobrado, Valongo",Porto
"Escola Básica de Lombelho, Igreja, Valongo",Porto
"Escola Básica de Codiceira, Alfena, Valongo",Porto
"Escola Básica de Cabeda, Valongo",Porto
"Escola Básica de Barreiro, Alfena, Valongo",Porto
"Escola Básica de Sampaio, Ermesinde, Valongo",Porto
"Escola Básica de Gandra, Ermesinde, Valongo",Porto
"Escola Básica de Bela, Ermesinde, Valongo",Porto
"Escola Básica de Caxinas, Vila do Conde",Porto
"Escola Básica de Benguiados, Vila do Conde",Porto
"Escola Básica das Violetas, Vila do Conde",Porto
"Escola Básica Bento de Freitas, Vila do Conde",Porto
Escola Básica n.º 1 de Vila do Conde,Porto
"Escola Básica Júlio Saúl Dias, Vila do Conde",Porto
"Escola Básica de Casal do Monte, Retorta, Vila do Conde",Porto
"Escola Básica de Azurara, Vila do Conde",Porto
"Escola Básica de Areia, Vila do Conde",Porto
"Escola Básica de Pena, Madalena, Vila Nova de Gaia",Porto
"Escola Básica de Marmoiral, Vila Nova de Gaia",Porto
"Escola Básica de Maninho, Madalena, Vila Nova de Gaia",Porto
"Escola Básica Urbano dos Santos Moura, Crestuma, Vila Nova de Gaia",Porto
"Escola Básica n.º 2 de Igreja, Sandim, Vila Nova de Gaia",Porto
"Escola Básica n.º 1 de Igreja, Sandim, Vila Nova de Gaia",Porto
"Escola Básica de Seixo Alvo, Vila Nova de Gaia",Porto
"Escola Básica de São Miguel, Olival, Vila Nova de Gaia",Porto
"Escola Básica de Sá, Sandim, Vila Nova de Gaia",Porto
"Escola Básica de Portelinha, Vila Nova de Gaia",Porto
"Escola Básica de Igreja e Lavadores, Vila Nova de Gaia",Porto
"Escola Básica de Hortas, Vila Nova de Gaia",Porto
"Escola Básica de Gestosa, Sandim, Vila Nova de Gaia",Porto
"Escola Básica de Arnelas, Vila Nova de Gaia",Porto
"Escola Básica Manuel António Pina, Oliveira do Douro, Vila Nova de Gaia",Porto
"Escola Básica de Outeiro, Oliveira do Douro, Vila Nova de Gaia",Porto
"Escola Básica de Gervide, Oliveira do Douro, Vila Nova de Gaia",Porto
"Escola Básica Professor Doutor Marques dos Santos, Santa Marinha, Vila Nova de Gaia",Porto
"Escola Básica do Marco, Vila Nova de Gaia",Porto
"Escola Básica de Pedras, Vila Nova de Gaia",Porto
"Escola Básica da Quinta das Chãs, Vila Nova de Gaia",Porto
"Escola Básica da Praia, Vila Nova de Gaia",Porto
"Escola Básica de Vila Chã, Valadares, Vila Nova de Gaia",Porto
"Escola Básica de Marinha, Valadares, Vila Nova de Gaia",Porto
"Escola Básica de Lagos, Vilar do Paraíso, Vila Nova de Gaia",Porto
"Escola Básica de Junqueira, Vilar do Paraíso, Vila Nova de Gaia",Porto
"Escola Básica de Francelos, Vila Nova de Gaia",Porto
"Escola Básica de Capela, Gulpilhares, Vila Nova de Gaia",Porto
"Escola Básica de Cadavão, Vila Nova de Gaia",Porto
"Escola Básica n.º 2 de Campolinho, Valadares, Vila Nova de Gaia",Porto
"Escola Básica n.º 1 de Campolinho, Valadares, Vila Nova de Gaia",Porto
"Escola Básica dos Carvalhos, Vila Nova de Gaia",Porto
"Escola Básica de Senhora do Monte, Vila Nova de Gaia",Porto
"Escola Básica de Mexedinho, Pedroso, Vila Nova de Gaia",Porto
"Escola Básica de Leirós, Vila Nova de Gaia",Porto
"Escola Básica de Figueiredo, Pedroso, Vila Nova de Gaia",Porto
"Escola Básica de Alheiras, Pedroso, Vila Nova de Gaia",Porto
"Escola Básica Joaquim Nicolau de Almeida, Vila Nova de Gaia",Porto
"Escola Básica do Cedro, Vila Nova de Gaia",Porto
"Escola Básica de Laborim de Cima, Vila Nova de Gaia",Porto
"Escola Básica n.º 2 de Loureiro, Perozinho, Vila Nova de Gaia",Porto
"Escola Básica e Secundária de Canelas, Vila Nova de Gaia",Porto
"Escola Básica do Curro, Canelas, Vila Nova de Gaia",Porto
"Escola Básica de Serpente, Vila Nova de Gaia",Porto
"Escola Básica de Monte, Gulpilhares, Vila Nova de Gaia",Porto
"Escola Básica de Megide, Souto de Megide, Vila Nova de Gaia",Porto
"Escola Básica de Laborim de Baixo, Vila Nova de Gaia",Porto
"Escola Básica de Brandariz, Vila Nova de Gaia",Porto
"Escola Básica de Alquebre, Serzedo, Vila Nova de Gaia",Porto
"Escola Básica da Lagarteira, Canelas, Vila Nova de Gaia",Porto
"Escola Básica n.º 1 de Vila d’Este, Vila Nova de Gaia",Porto
"Escola Básica de São Lourenço, Balteiro, Vila Nova de Gaia",Porto
"Escola Básica de Balteiro, Vilar de Andorinho, Vila Nova de Gaia",Porto
"Escola Básica de São Paio, Canidelo, Vila Nova de Gaia",Porto
"Escola Básica de Meiral, Canidelo, Vila Nova de Gaia",Porto
"Escola Básica de Lavadores, Canidelo, Vila Nova de Gaia",Porto
"Escola Básica de Chouselas, Canidelo, Vila Nova de Gaia",Porto
"Escola Básica de Afurada de Cima, Afurada, Vila Nova de Gaia",Porto
"Escola Básica de Afurada de Baixo, Afurada, Vila Nova de Gaia",Porto
"Escola Básica de Viso, Canidelo, Vila Nova de Gaia",Porto
"Escola Básica de Quinta dos Castelos, Santa Marinha, Vila Nova de Gaia",Porto
"Escola Básica de Matas, Vila Nova de Gaia",Porto
"Escola Básica de Devesas, Vila Nova de Gaia",Porto
"Escola Básica de Cabo-Mor, Vila Nova de Gaia",Porto
"Escola Básica de Bandeira, Vila Nova de Gaia",Porto
"Escola Básica de São Lourenço, Penafiel",Porto
"Escola Básica de Mosteiro, Assento, Penafiel",Porto
"Escola Básica de Capela, Penafiel",Porto
"Escola Básica de Lagares, Penafiel",Porto
"Escola Básica de Irivo, Penafiel",Porto
"Escola Básica de Fonte Arcada, Penafiel",Porto
"Escola Básica de Figueira, Penafiel",Porto
"Escola Básica de Santa Marta, Penafiel",Porto
"Escola Básica de São Martinho de Recezinhos, Penafiel",Porto
Escola Básica de Penafiel,Porto
"Escola Básica de Milhundos, Penafiel",Porto
"Escola Básica de S. Mamede de Recesinhos, Penafiel",Porto
"Escola Básica de Croca, Penafiel",Porto
"Escola Básica de Castelões, Penafiel",Porto
"Escola Básica de Urrô, Penafiel",Porto
"Escola Básica de Rans, Penafiel",Porto
"Escola Básica de Guilhufe, Penafiel",Porto
"Escola Básica de Duas Igrejas, Penafiel",Porto
"Escola Básica de Galegos, Penafiel",Porto
"Escola Básica de Bustelo, Penafiel",Porto
"Escola Básica de Santiago de Subarrifana, Penafiel",Porto
"Escola Básica de Novelas, Penafiel",Porto
"Escola Básica de Luzim, Penafiel",Porto
"Escola Básica de Peroselo, Penafiel",Porto
"Escola Básica de Rio de Moinhos, Penafiel",Porto
"Escola Básica de Cabeça Santa, Penafiel",Porto
"Escola Básica de Boelhe, Penafiel",Porto
"Escola Básica de Abragão, Penafiel",Porto
"Escola Básica do Douro, Rio Mau, Penafiel",Porto
"Escola Básica de Valpedre, Penafiel",Porto
"Escola Básica de Tojais, Penafiel",Porto
"Escola Básica de Pinheiro, Penafiel",Porto
"Escola Básica de Canelas, Penafiel",Porto
"Escola Básica de Oldrões, Penafiel",Porto
"Escola Básica da Portela, Penafiel",Porto
"Escola Básica Dr. Manuel da Costa Brandão, Sabadim, Arcos de Valdevez",Viana do Castelo
"Escola Básica Padre Himalaya, Távora, Arcos de Valdevez",Viana do Castelo
"Escola Básica de Eira do Penedo, Arcos de Valdevez",Viana do Castelo
"Escola Básica Prof. António Melo Machado, Arcos de Valdevez",Viana do Castelo
"Escola Básica de Vilarelho, Caminha",Viana do Castelo
"Escola Básica de Torre, Caminha",Viana do Castelo
"Escola Básica de Perafita, Caminha",Viana do Castelo
"Escola Básica e Secundária do Vale do Âncora, Vila Praia de Âncora, Caminha",Viana do Castelo
"Escola Básica de Loução, Caminha",Viana do Castelo
"Escola Básica de Lage, Caminha",Viana do Castelo
"Escola Básica de Dem, Caminha",Viana do Castelo
"Escola Básica de Cruzeiro, Seixas, Caminha",Viana do Castelo
"Escola Básica de Cruzeiro, Moledo, Caminha",Viana do Castelo
Escola Básica de Caminha,Viana do Castelo
"Escola Básica de Pomares, Melgaço",Viana do Castelo
Escola Básica de Melgaço,Viana do Castelo
Escola Básica de Paredes de Coura,Viana do Castelo
"Escola Básica Diogo Bernardes, Ponte da Barca",Viana do Castelo
"Escola Básica de Entre Ambos-os-Rios, Ponte da Barca",Viana do Castelo
"Escola Básica de Crasto, Ponte da Barca",Viana do Castelo
"Escola Básica de Facha, Ponte de Lima",Viana do Castelo
"Escola Básica da Correlhã, Ponte de Lima",Viana do Castelo
"Escola Básica de Refóios de Lima, Ponte de Lima",Viana do Castelo
"Escola Básica de Lagoas, Ponte de Lima",Viana do Castelo
"Escola Básica de Arcozelo, Ponte de Lima",Viana do Castelo
"Escola Básica de Trovela, Oliveira, Ponte de Lima",Viana do Castelo
"Escola Básica de Ribeiro, Ponte de Lima",Viana do Castelo
Escola Básica de Ponte de Lima,Viana do Castelo
"Escola Básica de Igreja, Ribeira, Ponte de Lima",Viana do Castelo
"Escola Básica de Gandra, Ponte de Lima",Viana do Castelo
"Escola Básica de Feitosa, Ponte de Lima",Viana do Castelo
"Escola Básica de São Roque, Ponte de Lima",Viana do Castelo
"Escola Básica de Paço, Vitorino de Piães, Ponte de Lima",Viana do Castelo
"Escola Básica e Secundária de Freixo, Ponte de Lima",Viana do Castelo
"Escola Básica de Vila de Punhe, Viana do Castelo",Viana do Castelo
"Escola Básica de Mujães, Viana do Castelo",Viana do Castelo
"Escola Básica de Carvalhos, Viana do Castelo",Viana do Castelo
"Escola Básica de Barroselas, Viana do Castelo",Viana do Castelo
"Escola Básica Educadora Zaida Garcez, Darque, Viana do Castelo",Viana do Castelo
"Escola Básica de Vila Nova de Anha, Viana do Castelo",Viana do Castelo
"Escola Básica de Subportela, Cortegaça, Viana do Castelo",Viana do Castelo
"Escola Básica de Senhora de Oliveira, Viana do Castelo",Viana do Castelo
"Escola Básica de Santana, Viana do Castelo",Viana do Castelo
"Escola Básica de Monte, Viana do Castelo",Viana do Castelo
"Escola Básica de Igreja, Alvarães, Viana do Castelo",Viana do Castelo
"Escola Básica de Chafé, Viana do Castelo",Viana do Castelo
"Escola Básica de Calvário, Vila Franca, Viana do Castelo",Viana do Castelo
"Escola Básica de Cabedelo, Cais Novo, Viana do Castelo",Viana do Castelo
"Escola Básica da Foz do Neiva, Castelo do Neiva, Viana do Castelo",Viana do Castelo
"Escola Básica n.º 1 de Pinhão, Alijó",Vila Real
"Escola Básica de Vilar de Maçada, Alijó",Vila Real
"Escola Básica de Sanfins do Douro, Alijó",Vila Real
"Escola Básica de Pegarinhos, Alijó",Vila Real
"Escola Básica de Favaios, Alijó",Vila Real
Escola Básica de Alijó,Vila Real
"Escola Básica Gomes Monteiro, Boticas",Vila Real
"Escola Básica de Mairos, Chaves",Vila Real
"Escola Básica de Bustelo, Chaves",Vila Real
"Escola Básica de Vila Verde da Raia, Chaves",Vila Real
"Escola Básica de Santo Estêvão, Chaves",Vila Real
"Escola Básica de Santa Cruz, Trindade, Chaves",Vila Real
Escola Básica n.º 3 de Chaves,Vila Real
"Escola Básica n.º 1 de Vilar de Nantes, Chaves",Vila Real
Escola Básica n.º 1 de Chaves,Vila Real
"Escola Básica Dr. Francisco Gonçalves Carneiro, Chaves",Vila Real
"Escola Básica de Alfeizerão, Alcobaça",Leiria
"Escola Básica de Cela, Alcobaça",Leiria
"Escola Básica de São Martinho do Porto, Alcobaça",Leiria
"Escola Básica D. Francisco Manuel Melo, Venteira, Amadora",Lisboa
"Escola Básica da Venteira, Amadora",Lisboa
"Escola Básica Manuel Heleno, Carenque, Amadora",Lisboa
"Escola Básica da Brandoa, Amadora",Lisboa
"Escola Básica Sacadura Cabral, Brandoa, Amadora",Lisboa
"Escola Básica Visconde de Leceia, Leceia, Oeiras",Lisboa
"Escola Básica Samuel Johnson, Murganhal, Oeiras",Lisboa
"Escola Básica de São Bruno, Caxias, Oeiras",Lisboa
"Escola Básica Antero Basalisa, Carnaxide, Oeiras",Lisboa
"Escola Básica São Bento, Valejas, Oeiras",Lisboa
"Escola Básica Sylvia Philips, Carnaxide, Oeiras",Lisboa
"Escola Básica Vieira da Silva, Carnaxide, Oeiras",Lisboa
"Escola Básica São Silvestre do Gradil, Gradil, Mafra",Lisboa
"Escola Básica Artur Patrocínio, Azueira, Mafra",Lisboa
"Escola Básica da Malveira, Mafra",Lisboa
"Escola Básica São Miguel, Enxara do Bispo, Mafra",Lisboa
"Escola Básica das Freguesias de Igreja Nova e Cheleiros, Igreja Nova, Mafra",Lisboa
"Escola Básica Dr. Sanches de Brito, Mafra",Lisboa
"Escola Básica do Sobral da Abelheira, Mafra",Lisboa
"Escola Básica de São Miguel de Alcainça, Alcainça, Mafra",Lisboa
"Escola Básica Hélia Correia, Mafra",Lisboa
"Escola Básica da Conquinha, Torres Vedras",Lisboa
"Escola Básica Padre Francisco Soares, Torres Vedras",Lisboa
"Escola Básica Carlos Bernardes, Torres Vedras",Lisboa
"Escola Básica do Sarge, Torres Vedras",Lisboa
"Escola Básica n.º 1 da Serra das Minas, Sintra",Lisboa
"Escola Básica n.º 2 de Mem Martins, Sintra",Lisboa
"Escola Básica D. Carlos I, Sintra",Lisboa
"Escola Básica da Várzea de Sintra, Sintra",Lisboa
"Escola Básica do Lourel, Sintra",Lisboa
"Escola Básica Fernando Formigal de Morais, Varge Mondar, Sintra",Lisboa
"Escola Básica de Serradas, Sintra",Lisboa
"Escola Básica de Manique de Cima, Sintra",Lisboa
"Escola Básica de Cabra Figa, Sintra",Lisboa
"Escola Básica de Albarraque, Sintra",Lisboa
"Escola Básica de Abrunheira, Sintra",Lisboa
"Escola Básica Gago Coutinho, Reboleira, Amadora",Lisboa
"Escola Básica Roque Gameiro, Reboleira, Amadora",Lisboa
"Escola Básica Professora Maria Margarida Rodrigues, Cascais",Lisboa
"Escola Básica Gracinda Antunes Valido, Alcoitão, Cascais",Lisboa
"Escola Básica Bruno Nascimento, Alcoitão, Cascais",Lisboa
"Escola Básica do Alto da Peça, Alcabideche, Cascais",Lisboa
"Escola Básica Malangatana, Alcoitão, Cascais",Lisboa
"Escola Básica Padre Agostinho da Silva, Tires, Cascais",Lisboa
"Escola Básica n.º 4 da Parede, Cascais",Lisboa
"Escola Básica António Torrado, Tires, Cascais",Lisboa
"Escola Básica de Tires, Cascais",Lisboa
"Escola Básica n.º 1 de São Domingos de Rana, Cascais",Lisboa
"Escola Básica Álvaro Guerra, Vila Franca de Xira",Lisboa
"Escola Básica Dr. Vasco Moniz, Vila Franca de Xira",Lisboa
"Escola Básica de Povos, Vila Franca de Xira",Lisboa
"Escola Básica n.º 4 da Póvoa de Santa Iria, Vila Franca de Xira",Lisboa
"Escola Básica n.º 1 da Póvoa de Santa Iria, Vila Franca de Xira",Lisboa
"Escola Básica do Casal da Serra, Póvoa de Santa Iria, Vila Franca de Xira",Lisboa
"Escola Básica de Póvoa de Santa Iria Norte, Vila Franca de Xira",Lisboa
"Escola Básica de Bragadas, Póvoa de Santa Iria, Vila Franca de Xira",Lisboa
"Escola Básica de A-dos-Loucos, Vila Franca de Xira",Lisboa
"Escola Básica n.º 1 de Alhandra, Vila Franca de Xira",Lisboa
"Escola Básica do Sobralinho, Vila Franca de Xira",Lisboa
"Escola Básica de Cotovios, Vila Franca de Xira",Lisboa
"Escola Básica n.º 2 de Alhandra, Vila Franca de Xira",Lisboa
"Escola Básica n.º 3 de Vialonga, Vila Franca de Xira",Lisboa
"Escola Básica n.º 2 de Vialonga, Vila Franca de Xira",Lisboa
"Escola Básica n.º 2 de Alpriate, Vila Franca de Xira",Lisboa
"Escola Básica de Alpriate, Vila Franca de Xira",Lisboa
"Escola Básica do Cabo, Vialonga, Vila Franca de Xira",Lisboa
"Escola Básica de Santa Eulália, Vila Franca de Xira",Lisboa
"Escola Básica n.º 1 de Vialonga, Vila Franca de Xira",Lisboa
"Escola Básica da Quinta da Vala, Vila Franca de Xira",Lisboa
"Escola Básica n.º 4 de Alverca do Ribatejo, Vila Franca de Xira",Lisboa
"Escola Básica n.º 1 de Alverca do Ribatejo, Vila Franca de Xira",Lisboa
"Escola Básica de Alverca - Malva Rosa, Alverca do Ribatejo, Vila Franca de Xira",Lisboa
"Escola Básica n.º 3 da Quinta do Conde, Sesimbra",Setúbal
"Escola Básica n.º 1 de Corroios, Seixal",Setúbal
"Escola Básica do Alto do Moinho, Seixal",Setúbal
"Escola Básica da Quinta Cabouca, Vale de Milhaços, Seixal",Setúbal
"Escola Básica da Quinta do Campo, Corroios, Seixal",Setúbal
"Escola Básica da Quinta de Santa Marta de Corroios, Seixal",Setúbal
"Escola Básica dos Redondos, Seixal",Setúbal
"Escola Básica de Pinhal de Frades, Seixal",Setúbal
"Escola Básica da Quinta dos Morgados, Fernão Ferro, Seixal",Setúbal
"Escola Básica Nun’Álvares, Arrentela, Seixal",Setúbal
"Escola Básica de Arrentela, Seixal",Setúbal
"Escola Básica da Quinta de Nossa Senhora do Monte Sião, Torre da Marinha, Seixal",Setúbal
"Escola Básica da Quinta de São João, Arrentela, Seixal",Setúbal
"Escola Básica da Torre da Marinha, Seixal",Setúbal
"Escola Básica do Casal do Marco, Seixal",Setúbal
"Escola Básica da Quinta da Courela, Aldeia de Paio Pires, Seixal",Setúbal
"Escola Básica de Aldeia de Paio Pires, Seixal",Setúbal
"Escola Básica da Quinta dos Franceses, Seixal",Setúbal
"Escola Básica do Bairro Novo, Seixal",Setúbal
"Escola Básica Infante D. Augusto, Cruz de Pau, Seixal",Setúbal
"Escola Básica da Quinta da Princesa, Seixal",Setúbal
"Escola Básica da Quinta Medideira, Amora, Seixal",Setúbal
"Escola Básica da Quinta das Inglesinhas, Cruz de Pau, Seixal",Setúbal
"Escola Básica de Amora, Seixal",Setúbal
"Escola Básica Dona Francisca de Azambuja, Barreiro",Setúbal
"Escola Básica da Quinta Nova da Telha, Alto do Seixalinho, Barreiro",Setúbal
"Escola Básica de Palhais, Barreiro",Setúbal
"Escola Básica Henrique Galvão, Barreiro",Setúbal
"Escola Básica n.º 5 da Baixa da Banheira, Moita",Setúbal
"Escola Básica n.º 3 da Baixa da Banheira, Moita",Setúbal
"Escola Básica n.º 4 da Baixa da Banheira, Moita",Setúbal
"Escola Básica n.º 2 de Vale da Amoreira, Moita",Setúbal
"Escola Básica de Vale da Amoreira, Moita",Setúbal
"Escola Básica n.º 1 de Vale da Amoreira, Moita",Setúbal
"Escola Básica n.º 1 do Zambujal, Sesimbra",Setúbal
"Escola Básica da Cotovia, Sesimbra",Setúbal
"Escola Básica de Sampaio, Sesimbra",Setúbal
"Escola Básica n.º 2 da Costa da Caparica, Almada",Setúbal
"Escola Básica de Vila Nova da Caparica, Almada",Setúbal
"Escola Básica José Cardoso Pires, Costa da Caparica, Almada",Setúbal
"Escola Básica n.º 3 da Cova da Piedade, Almada",Setúbal
"Escola Básica do Cataventos da Paz, Cacilhas, Almada",Setúbal
Escola Básica de Almada,Setúbal
"Escola Básica da Cova da Piedade, Almada",Setúbal
"Escola Básica D. António da Costa, Almada",Setúbal
"Escola Básica n.º 3 do Laranjeiro, Almada",Setúbal
"Escola Básica Comandante Conceição e Silva, Cova da Piedade, Almada",Setúbal
"Escola Básica n.º 1 da Cova da Piedade, Almada",Setúbal
"Escola Básica n.º 2 da Cova da Piedade, Almada",Setúbal
"Escola Básica n.º 2 do Feijó, Almada",Setúbal
"Escola Básica de Alembrança, Feijó, Almada",Setúbal
"Escola Básica de Vale Flores, Feijó, Almada",Setúbal
"Escola Básica n.º 1 do Feijó, Almada",Setúbal
"Escola Básica n.º 1 do Maxial, Torres Vedras",Lisboa
"Escola Básica da Ereira, Torres Vedras",Lisboa
"Escola Básica de Outeiro da Cabeça, Torres Vedras",Lisboa
"Escola Básica de Monte Redondo, Torres Vedras",Lisboa
"Escola Básica de Matacães, Torres Vedras",Lisboa
